izo,rocnik,poznamka,ucivo,blok RVP,ucivo RVP
102005290,6,,"Prameny, fakta a jejich interpretace",ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102005290,6,,Časová osa,ČLOVĚK V DĚJINÁCH,historický čas a prostor
102005290,6,,Vývoj člověka a lidské společnosti v paleolitu,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102005290,6,,Neolitická revoluce,POČÁTKY LIDSKÉ SPOLEČNOSTI,jiné
102005290,6,,Doba bronzová,POČÁTKY LIDSKÉ SPOLEČNOSTI,jiné
102005290,6,,Doba železná,POČÁTKY LIDSKÉ SPOLEČNOSTI,jiné
102005290,6,,Nejstarší starověké civilizace,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102005290,6,,Starověké Řecko,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102005290,6,,Antický Řím,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102005290,7,,,,
102005290,7,,Stěhování národů,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,nový etnický obraz Evropy
102005290,7,,Franská říše a Karel Veliký,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
102005290,7,,Byzantská říše,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
102005290,7,,Velkomoravská říše,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102005290,7,,Přemyslovský stát,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102005290,7,,Víra a náboženství: křesťanství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102005290,7,,Víra a náboženství: judaismus,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102005290,7,,Víra a náboženství: islám,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"islám a islámské říše ovlivňující Evropu (Arabové, Turci)"
102005290,7,,Arabská říše,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"islám a islámské říše ovlivňující Evropu (Arabové, Turci)"
102005290,7,,Křížové výpravy,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102005290,7,,Svatá říše římská,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102005290,7,,Lenní systém,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
102005290,7,,Stoletá válka,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102005290,7,,Poslední Přemyslovci,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102005290,7,,Lucemburkové na českém trůnu,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102005290,7,,Renesance a humanismus,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102005290,7,,Krize středověké společnosti,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102005290,7,,Husitství,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102005290,7,,Evropská reformace,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102005290,7,,Království dvojího lidu (doba poděbradská a jagellonská),OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102005290,7,,Zámořské objevy a kolonizace,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
102005290,7,,Zámořské civilizace,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102005290,7,,Habsburkové na českém trůně,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102005290,7,,Náboženské konflikty raného novověku,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102005290,7,,České stavovské povstání,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102005290,7,,Třicetiletá válka,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102005290,8,,,,
102005290,8,,Absolutistická monarchie ve Francii,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102005290,8,,Cesta ke konstituční monarchii v Anglii,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102005290,8,,Osvícenský absolutismus v Rakousku,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102005290,8,,Vznik USA,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102005290,8,,Francouzská revoluce,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102005290,8,,Napoleonské války,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102005290,8,,Národní obrození,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102005290,8,,Revoluce 1848,MODERNIZACE SPOLEČNOSTI,"revoluce 19. století jako prostředek řešení politických, sociálních a národnostních problémů"
102005290,8,,Nacionalismus a vznik národních států v Evropě,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102005290,8,,Vznik Rakousko-Uherska,MODERNIZACE SPOLEČNOSTI,jiné
102005290,8,,Modernizace společnosti,MODERNIZACE SPOLEČNOSTI,jiné
102005290,8,,Imperialismus na přelomu 19. a 20. století,MODERNIZACE SPOLEČNOSTI,"konflikty mezi velmocemi, kolonialismus"
102005290,8,,První světová válka,MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
102005290,8,,Vznik Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102005290,9,,,,
102005290,9,,Poválečná Evropa,MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
102005290,9,,První republika a Mnichov,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102005290,9,,Vzestup nacismu v Německu,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102005290,9,,Ruské revoluce a bolševická diktatura,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102005290,9,,Fašismus v Itálii,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102005290,9,,Druhá světová válka,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102005290,9,,Holocaust,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102005290,9,,Únor 1948 a komunistické Československo,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"vývoj Československa od roku 1945 do roku 1989, vznik České republiky"
102005290,9,,Protektorát a protinacistický odboj,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102005290,9,,1968 a normalizace,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"vývoj Československa od roku 1945 do roku 1989, vznik České republiky"
102005290,9,,Studená válka,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
102005290,9,,1989,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"vývoj Československa od roku 1945 do roku 1989, vznik České republiky"
102005290,9,,Třetí svět,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"rozpad koloniálního systému, mimoevropský svět"
102005290,9,,Komunistická Čína,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"rozpad koloniálního systému, mimoevropský svět"
102005290,9,,Problémy současného světa,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,problémy současnosti
102005494,6,,,,
102005494,6,,Pravěk,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102005494,6,,Úvod do učiva,ČLOVĚK V DĚJINÁCH,jiné
102005494,6,,Význam zkoumání dějin,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102005494,6,,Získávání informací o dějinách,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102005494,6,,Historické prameny,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102005494,6,,Historický čas a prostor,ČLOVĚK V DĚJINÁCH,historický čas a prostor
102005494,6,,Starší doba kamenná,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102005494,6,,Způsob života a obživy ve starší době kamenné,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102005494,6,,Mladší doba kamenná,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102005494,6,,Způsob života a obživy v mladší době kamenné,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102005494,6,,Počátky řemesel v mladší době kamenné,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102005494,6,,Doba kovů,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102005494,6,,Rozvoj řemesel a obchodu v době kovů,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102005494,6,,Zánik rodové společnosti v době kovů,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102005494,6,,Starověk,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102005494,6,,Oblasti starověkého východu,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102005494,6,,Charakteristické rysy oblasti starověkého východu,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102005494,6,,Vývoj společnosti na starověkém východě,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102005494,6,,Náboženské představy starověkého východu,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102005494,6,,Počátek písma a kultury na starověkém východě,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102005494,6,,Přínos starověkých civilizací,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102005494,6,,Řecko,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102005494,6,,Kořeny řecké civilizace,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102005494,6,,Archaické a klasické období Řecka,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102005494,6,,Makedonie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102005494,6,,Helenismus,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102005494,6,,Řím,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102005494,6,,Království v Římě,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102005494,6,,Republika v Římě,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102005494,6,,Císařství v Římě,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102005494,6,,Počátky křesťanství v Římě,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102005494,6,,Římská kultura,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102005494,6,,Rozpad římské říše,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102005494,6,,Práce archeologa,ČLOVĚK V DĚJINÁCH,jiné
102005494,6,,Práce historika,ČLOVĚK V DĚJINÁCH,jiné
102005494,6,,Pravěké dějiny regionu,POČÁTKY LIDSKÉ SPOLEČNOSTI,jiné
102005494,6,,Pravěké umění,POČÁTKY LIDSKÉ SPOLEČNOSTI,jiné
102005494,6,,"Vzdělanost, věda a umění starověkých států",NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102005494,7,,,,
102005494,7,,krize císařství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102005494,7,,křesťanství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102005494,7,,zánik západořímské říše,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102005494,7,,raný středověk,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102005494,7,,nový etnický obraz Evropy (vliv islámu),KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,nový etnický obraz Evropy
102005494,7,,byzantská říše,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"islám a islámské říše ovlivňující Evropu (Arabové, Turci)"
102005494,7,,arabská říše,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"islám a islámské říše ovlivňující Evropu (Arabové, Turci)"
102005494,7,,franská říše,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
102005494,7,,první státní útvary na našem území,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102005494,7,,český stát v době knížecí,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102005494,7,,formování prvních státních celků v Evropě,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
102005494,7,,boj mezi mocí světskou a církevní,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102005494,7,,křížové výpravy,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102005494,7,,románská kultura a životní styl raného středověku,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102005494,7,,vrcholný středověk,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102005494,7,,"rozvoj řemesel a obchodu, vznik měst a jejich význam",KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102005494,7,,český stát za vlády posledních Přemyslovců,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102005494,7,,nástup Lucemburků a vláda Karla IV.,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102005494,7,,gotická kultura a životní styl jednotlivých vrstev v období vrcholného středověku,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102005494,7,,konflikt mezi Anglií a Francií,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102005494,7,,kritika poměrů v církvi a husitství v Čechách,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102005494,7,,pozdní středověk,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102005494,7,,doba poděbradská,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
